production_id,machine_id,production_date,shift,units_produced,units_rejected,production_time_hours,target_id,target_date,target_quantity,target_achievement_percent,total_output,rejection_rate_percent,production_rate_per_hour,total_defects,defect_type_count,quality_defect_rate_percent,total_downtime_hours,downtime_event_count,average_downtime_hours,available_hours,operating_hours,utilization_percent,sensor_value_mean,sensor_value_min,sensor_value_max,sensor_value_std,sensor_reading_count,maintenance_event_count,total_maintenance_downtime,average_maintenance_downtime,total_maintenance_cost,completed_maintenance_count,production_day,production_month,production_day_of_week,is_weekend,shift_encoded,previous_units_produced,previous_rejection_rate,rolling_3_production_avg,rolling_3_rejection_avg
100,4,2026-07-26,Morning,1011,62,8.0,100,2026-07-26,1004,100.7,1073,5.78,126.38,9,1,0.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,26,7,6,1,0,915.0,1.61,952.33,4.18
101,4,2026-07-26,Afternoon,1018,57,8.0,101,2026-07-26,999,101.9,1075,5.3,127.25,19,1,1.77,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,26,7,6,1,1,1011.0,5.78,952.0,4.0
102,4,2026-07-26,Night,996,49,8.0,102,2026-07-26,1023,97.36,1045,4.69,124.5,9,1,0.86,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,26,7,6,1,2,1018.0,5.3,981.33,4.23
115,4,2026-07-27,Morning,998,77,8.0,115,2026-07-27,1021,97.75,1075,7.16,124.75,26,1,2.42,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,27,7,0,0,0,996.0,4.69,1008.33,5.26
116,4,2026-07-27,Afternoon,977,68,8.0,116,2026-07-27,1023,95.5,1045,6.51,122.12,12,1,1.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,27,7,0,0,1,998.0,7.16,1004.0,5.72
117,4,2026-07-27,Night,946,65,8.0,117,2026-07-27,1027,92.11,1011,6.43,118.25,20,1,1.98,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,27,7,0,0,2,977.0,6.51,990.33,6.12
130,4,2026-07-28,Morning,1134,62,8.0,130,2026-07-28,1014,111.83,1196,5.18,141.75,10,1,0.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,28,7,1,0,0,946.0,6.43,973.67,6.7
131,4,2026-07-28,Afternoon,1018,73,8.0,131,2026-07-28,1012,100.59,1091,6.69,127.25,11,1,1.01,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,28,7,1,0,1,1134.0,5.18,1019.0,6.04
132,4,2026-07-28,Night,1006,33,8.0,132,2026-07-28,1043,96.45,1039,3.18,125.75,9,1,0.87,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,28,7,1,0,2,1018.0,6.69,1032.67,6.1
145,4,2026-07-29,Morning,948,11,8.0,145,2026-07-29,1002,94.61,959,1.15,118.5,2,1,0.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,29,7,2,0,0,1006.0,3.18,1052.67,5.02
146,4,2026-07-29,Afternoon,975,75,8.0,146,2026-07-29,985,98.98,1050,7.14,121.88,16,1,1.52,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,29,7,2,0,1,948.0,1.15,990.67,3.67
147,4,2026-07-29,Night,1000,38,8.0,147,2026-07-29,1023,97.75,1038,3.66,125.0,11,1,1.06,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,29,7,2,0,2,975.0,7.14,976.33,3.82
160,4,2026-07-30,Morning,939,37,8.0,160,2026-07-30,1014,92.6,976,3.79,117.38,14,1,1.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,30,7,3,0,0,1000.0,3.66,974.33,3.98
161,4,2026-07-30,Afternoon,1045,56,8.0,161,2026-07-30,1004,104.08,1101,5.09,130.62,9,1,0.82,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,30,7,3,0,1,939.0,3.79,971.33,4.86
162,4,2026-07-30,Night,922,12,8.0,162,2026-07-30,988,93.32,934,1.28,115.25,2,1,0.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,30,7,3,0,2,1045.0,5.09,994.67,4.18
175,4,2026-07-31,Morning,956,17,8.0,175,2026-07-31,974,98.15,973,1.75,119.5,5,1,0.51,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,31,7,4,0,0,922.0,1.28,968.67,3.39
176,4,2026-07-31,Afternoon,1013,59,8.0,176,2026-07-31,1028,98.54,1072,5.5,126.62,23,1,2.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,31,7,4,0,1,956.0,1.75,974.33,2.71
177,4,2026-07-31,Night,1015,62,8.0,177,2026-07-31,998,101.7,1077,5.76,126.88,15,1,1.39,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,31,7,4,0,2,1013.0,5.5,963.67,2.84
190,4,2026-08-01,Morning,974,48,8.0,190,2026-08-01,1036,94.02,1022,4.7,121.75,15,1,1.47,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,1,8,5,1,0,1015.0,5.76,994.67,4.34
191,4,2026-08-01,Afternoon,947,28,8.0,191,2026-08-01,999,94.79,975,2.87,118.38,5,1,0.51,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,1,8,5,1,1,974.0,4.7,1000.67,5.32
192,4,2026-08-01,Night,1063,35,8.0,192,2026-08-01,971,109.47,1098,3.19,132.88,5,1,0.46,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,1,8,5,1,2,947.0,2.87,978.67,4.44
205,4,2026-08-02,Morning,922,61,8.0,205,2026-08-02,980,94.08,983,6.21,115.25,19,1,1.93,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,2,8,6,1,0,1063.0,3.19,994.67,3.59
206,4,2026-08-02,Afternoon,923,70,8.0,206,2026-08-02,999,92.39,993,7.05,115.38,19,1,1.91,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,2,8,6,1,1,922.0,6.21,977.33,4.09
207,4,2026-08-02,Night,951,61,8.0,207,2026-08-02,999,95.2,1012,6.03,118.88,11,1,1.09,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,2,8,6,1,2,923.0,7.05,969.33,5.48
220,4,2026-08-03,Morning,999,58,8.0,220,2026-08-03,1012,98.72,1057,5.49,124.88,9,1,0.85,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,3,8,0,0,0,951.0,6.03,932.0,6.43
221,4,2026-08-03,Afternoon,1066,54,8.0,221,2026-08-03,988,107.89,1120,4.82,133.25,16,1,1.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,3,8,0,0,1,999.0,5.49,957.67,6.19
222,4,2026-08-03,Night,949,69,8.0,222,2026-08-03,1011,93.87,1018,6.78,118.62,22,1,2.16,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,3,8,0,0,2,1066.0,4.82,1005.33,5.45
235,4,2026-08-04,Morning,911,70,8.0,235,2026-08-04,1041,87.51,981,7.14,113.88,23,1,2.34,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,4,8,1,0,0,949.0,6.78,1004.67,5.7
236,4,2026-08-04,Afternoon,1034,71,8.0,236,2026-08-04,986,104.87,1105,6.43,129.25,27,1,2.44,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,4,8,1,0,1,911.0,7.14,975.33,6.25
237,4,2026-08-04,Night,975,38,8.0,237,2026-08-04,1034,94.29,1013,3.75,121.88,6,1,0.59,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,4,8,1,0,2,1034.0,6.43,964.67,6.78
250,4,2026-08-05,Morning,1050,40,8.0,250,2026-08-05,1002,104.79,1090,3.67,131.25,6,1,0.55,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,5,8,2,0,0,975.0,3.75,973.33,5.77
251,4,2026-08-05,Afternoon,1005,59,8.0,251,2026-08-05,1012,99.31,1064,5.55,125.62,20,1,1.88,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,5,8,2,0,1,1050.0,3.67,1019.67,4.62
252,4,2026-08-05,Night,1034,25,8.0,252,2026-08-05,979,105.62,1059,2.36,129.25,6,1,0.57,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,5,8,2,0,2,1005.0,5.55,1010.0,4.32
265,4,2026-08-06,Morning,977,55,8.0,265,2026-08-06,1021,95.69,1032,5.33,122.12,19,1,1.84,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,6,8,3,0,0,1034.0,2.36,1029.67,3.86
266,4,2026-08-06,Afternoon,1018,22,8.0,266,2026-08-06,999,101.9,1040,2.12,127.25,6,1,0.58,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,6,8,3,0,1,977.0,5.33,1005.33,4.41
267,4,2026-08-06,Night,958,21,8.0,267,2026-08-06,996,96.18,979,2.15,119.75,5,1,0.51,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,6,8,3,0,2,1018.0,2.12,1009.67,3.27
280,4,2026-08-07,Morning,1034,64,8.0,280,2026-08-07,1023,101.08,1098,5.83,129.25,24,1,2.19,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,7,8,4,0,0,958.0,2.15,984.33,3.2
281,4,2026-08-07,Afternoon,1003,45,8.0,281,2026-08-07,1010,99.31,1048,4.29,125.38,15,1,1.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,7,8,4,0,1,1034.0,5.83,1003.33,3.37
282,4,2026-08-07,Night,992,46,8.0,282,2026-08-07,992,100.0,1038,4.43,124.0,7,1,0.67,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,7,8,4,0,2,1003.0,4.29,998.33,4.09
295,4,2026-08-08,Morning,1017,35,8.0,295,2026-08-08,1001,101.6,1052,3.33,127.12,6,1,0.57,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,0,992.0,4.43,1009.67,4.85
296,4,2026-08-08,Afternoon,1056,83,8.0,296,2026-08-08,974,108.42,1139,7.29,132.0,24,1,2.11,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,1,1017.0,3.33,1004.0,4.02
297,4,2026-08-08,Night,924,15,8.0,297,2026-08-08,1019,90.68,939,1.6,115.5,3,1,0.32,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,8,8,5,1,2,1056.0,7.29,1021.67,5.02
310,4,2026-08-09,Morning,1002,39,8.0,310,2026-08-09,1004,99.8,1041,3.75,125.25,12,1,1.15,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,9,8,6,1,0,924.0,1.6,999.0,4.07
311,4,2026-08-09,Afternoon,914,16,8.0,311,2026-08-09,994,91.95,930,1.72,114.25,4,1,0.43,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,9,8,6,1,1,1002.0,3.75,994.0,4.21
312,4,2026-08-09,Night,981,51,8.0,312,2026-08-09,996,98.49,1032,4.94,122.62,18,1,1.74,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,9,8,6,1,2,914.0,1.72,946.67,2.36
325,4,2026-08-10,Morning,983,49,8.0,325,2026-08-10,1041,94.43,1032,4.75,122.88,18,1,1.74,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,10,8,0,0,0,981.0,4.94,965.67,3.47
326,4,2026-08-10,Afternoon,973,67,8.0,326,2026-08-10,997,97.59,1040,6.44,121.62,17,1,1.63,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,10,8,0,0,1,983.0,4.75,959.33,3.8
327,4,2026-08-10,Night,993,23,8.0,327,2026-08-10,1022,97.16,1016,2.26,124.12,6,1,0.59,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,10,8,0,0,2,973.0,6.44,979.0,5.38
340,4,2026-08-11,Morning,1025,67,8.0,340,2026-08-11,998,102.71,1092,6.14,128.12,25,1,2.29,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,11,8,1,0,0,993.0,2.26,983.0,4.48
341,4,2026-08-11,Afternoon,1005,72,8.0,341,2026-08-11,1004,100.1,1077,6.69,125.62,14,1,1.3,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,11,8,1,0,1,1025.0,6.14,997.0,4.95
342,4,2026-08-11,Night,1070,69,8.0,342,2026-08-11,1021,104.8,1139,6.06,133.75,23,1,2.02,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,11,8,1,0,2,1005.0,6.69,1007.67,5.03
355,4,2026-08-12,Morning,908,38,8.0,355,2026-08-12,1032,87.98,946,4.02,113.5,15,1,1.59,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,0,1070.0,6.06,1033.33,6.3
356,4,2026-08-12,Afternoon,1039,79,8.0,356,2026-08-12,1009,102.97,1118,7.07,129.88,17,1,1.52,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,1,908.0,4.02,994.33,5.59
357,4,2026-08-12,Night,991,45,8.0,357,2026-08-12,995,99.6,1036,4.34,123.88,9,1,0.87,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,12,8,2,0,2,1039.0,7.07,1005.67,5.72
370,4,2026-08-13,Morning,962,9,8.0,370,2026-08-13,971,99.07,971,0.93,120.25,2,1,0.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,13,8,3,0,0,991.0,4.34,979.33,5.14
371,4,2026-08-13,Afternoon,939,44,8.0,371,2026-08-13,1031,91.08,983,4.48,117.38,12,1,1.22,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,13,8,3,0,1,962.0,0.93,997.33,4.11
372,4,2026-08-13,Night,913,67,8.0,372,2026-08-13,983,92.88,980,6.84,114.12,11,1,1.12,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,13,8,3,0,2,939.0,4.48,964.0,3.25
385,4,2026-08-14,Morning,987,24,8.0,385,2026-08-14,972,101.54,1011,2.37,123.38,4,1,0.4,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,0,913.0,6.84,938.0,4.08
386,4,2026-08-14,Afternoon,974,22,8.0,386,2026-08-14,967,100.72,996,2.21,121.75,5,1,0.5,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,1,987.0,2.37,946.33,4.56
387,4,2026-08-14,Night,978,48,8.0,387,2026-08-14,1020,95.88,1026,4.68,122.25,18,1,1.75,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,14,8,4,0,2,974.0,2.21,958.0,3.81
400,4,2026-08-15,Morning,999,26,8.0,400,2026-08-15,998,100.1,1025,2.54,124.88,9,1,0.88,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,15,8,5,1,0,978.0,4.68,979.67,3.09
401,4,2026-08-15,Afternoon,970,58,8.0,401,2026-08-15,980,98.98,1028,5.64,121.25,13,1,1.26,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,15,8,5,1,1,999.0,2.54,983.67,3.14
402,4,2026-08-15,Night,965,67,8.0,402,2026-08-15,977,98.77,1032,6.49,120.62,17,1,1.65,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,15,8,5,1,2,970.0,5.64,982.33,4.29
415,4,2026-08-16,Morning,958,67,8.0,415,2026-08-16,987,97.06,1025,6.54,119.75,23,1,2.24,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,16,8,6,1,0,965.0,6.49,978.0,4.89
416,4,2026-08-16,Afternoon,995,43,8.0,416,2026-08-16,1006,98.91,1038,4.14,124.38,15,1,1.45,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,16,8,6,1,1,958.0,6.54,964.33,6.22
417,4,2026-08-16,Night,984,39,8.0,417,2026-08-16,968,101.65,1023,3.81,123.0,12,1,1.17,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,16,8,6,1,2,995.0,4.14,972.67,5.72
430,4,2026-08-17,Morning,1019,57,8.0,430,2026-08-17,986,103.35,1076,5.3,127.38,10,1,0.93,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,17,8,0,0,0,984.0,3.81,979.0,4.83
431,4,2026-08-17,Afternoon,906,41,8.0,431,2026-08-17,971,93.31,947,4.33,113.25,12,1,1.27,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,17,8,0,0,1,1019.0,5.3,999.33,4.42
432,4,2026-08-17,Night,928,12,8.0,432,2026-08-17,1034,89.75,940,1.28,116.0,2,1,0.21,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,17,8,0,0,2,906.0,4.33,969.67,4.48
445,4,2026-08-18,Morning,978,56,8.0,445,2026-08-18,1012,96.64,1034,5.42,122.25,20,1,1.93,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,18,8,1,0,0,928.0,1.28,951.0,3.64
446,4,2026-08-18,Afternoon,1050,42,8.0,446,2026-08-18,1008,104.17,1092,3.85,131.25,8,1,0.73,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,18,8,1,0,1,978.0,5.42,937.33,3.68
447,4,2026-08-18,Night,1008,66,8.0,447,2026-08-18,996,101.2,1074,6.15,126.0,17,1,1.58,16.3,6,2.72,720.0,703.7,97.74,33.98,1.24,75.49,31.59,180,2,2.33,1.16,3939.47,2,18,8,1,0,2,1050.0,3.85,985.33,3.52
13,5,2026-07-20,Morning,988,23,8.0,13,2026-07-20,958,103.13,1011,2.27,123.5,8,1,0.79,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,20,7,0,0,0,,,,
14,5,2026-07-20,Afternoon,920,42,8.0,14,2026-07-20,954,96.44,962,4.37,115.0,10,1,1.04,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,20,7,0,0,1,988.0,2.27,988.0,2.27
15,5,2026-07-20,Night,908,47,8.0,15,2026-07-20,955,95.08,955,4.92,113.5,9,1,0.94,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,20,7,0,0,2,920.0,4.37,954.0,3.32
28,5,2026-07-21,Morning,917,26,8.0,28,2026-07-21,943,97.24,943,2.76,114.62,4,1,0.42,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,21,7,1,0,0,908.0,4.92,938.67,3.85
29,5,2026-07-21,Afternoon,911,27,8.0,29,2026-07-21,954,95.49,938,2.88,113.88,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,21,7,1,0,1,917.0,2.76,915.0,4.02
30,5,2026-07-21,Night,972,46,8.0,30,2026-07-21,940,103.4,1018,4.52,121.5,8,1,0.79,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,21,7,1,0,2,911.0,2.88,912.0,3.52
43,5,2026-07-22,Morning,944,59,8.0,43,2026-07-22,939,100.53,1003,5.88,118.0,20,1,1.99,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,0,972.0,4.52,933.33,3.39
44,5,2026-07-22,Afternoon,904,44,8.0,44,2026-07-22,978,92.43,948,4.64,113.0,7,1,0.74,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,1,944.0,5.88,942.33,4.43
45,5,2026-07-22,Night,928,43,8.0,45,2026-07-22,995,93.27,971,4.43,116.0,9,1,0.93,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,22,7,2,0,2,904.0,4.64,940.0,5.01
58,5,2026-07-23,Morning,916,36,8.0,58,2026-07-23,954,96.02,952,3.78,114.5,12,1,1.26,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,23,7,3,0,0,928.0,4.43,925.33,4.98
59,5,2026-07-23,Afternoon,941,9,8.0,59,2026-07-23,981,95.92,950,0.95,117.62,3,1,0.32,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,23,7,3,0,1,916.0,3.78,916.0,4.28
60,5,2026-07-23,Night,940,43,8.0,60,2026-07-23,930,101.08,983,4.37,117.5,6,1,0.61,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,23,7,3,0,2,941.0,0.95,928.33,3.05
73,5,2026-07-24,Morning,975,25,8.0,73,2026-07-24,937,104.06,1000,2.5,121.88,4,1,0.4,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,24,7,4,0,0,940.0,4.37,932.33,3.03
74,5,2026-07-24,Afternoon,960,58,8.0,74,2026-07-24,938,102.35,1018,5.7,120.0,22,1,2.16,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,24,7,4,0,1,975.0,2.5,952.0,2.61
75,5,2026-07-24,Night,986,53,8.0,75,2026-07-24,937,105.23,1039,5.1,123.25,12,1,1.15,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,24,7,4,0,2,960.0,5.7,958.33,4.19
88,5,2026-07-25,Morning,937,68,8.0,88,2026-07-25,942,99.47,1005,6.77,117.12,20,1,1.99,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,25,7,5,1,0,986.0,5.1,973.67,4.43
89,5,2026-07-25,Afternoon,940,31,8.0,89,2026-07-25,955,98.43,971,3.19,117.5,12,1,1.24,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,25,7,5,1,1,937.0,6.77,961.0,5.86
90,5,2026-07-25,Night,961,33,8.0,90,2026-07-25,956,100.52,994,3.32,120.12,6,1,0.6,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,25,7,5,1,2,940.0,3.19,954.33,5.02
103,5,2026-07-26,Morning,920,26,8.0,103,2026-07-26,1000,92.0,946,2.75,115.0,5,1,0.53,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,0,961.0,3.32,946.0,4.43
104,5,2026-07-26,Afternoon,899,24,8.0,104,2026-07-26,939,95.74,923,2.6,112.38,8,1,0.87,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,1,920.0,2.75,940.33,3.09
105,5,2026-07-26,Night,926,67,8.0,105,2026-07-26,940,98.51,993,6.75,115.75,26,1,2.62,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,26,7,6,1,2,899.0,2.6,926.67,2.89
118,5,2026-07-27,Morning,869,27,8.0,118,2026-07-27,962,90.33,896,3.01,108.62,8,1,0.89,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,27,7,0,0,0,926.0,6.75,915.0,4.03
119,5,2026-07-27,Afternoon,938,70,8.0,119,2026-07-27,946,99.15,1008,6.94,117.25,11,1,1.09,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,27,7,0,0,1,869.0,3.01,898.0,4.12
120,5,2026-07-27,Night,880,51,8.0,120,2026-07-27,952,92.44,931,5.48,110.0,18,1,1.93,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,27,7,0,0,2,938.0,6.94,911.0,5.57
133,5,2026-07-28,Morning,899,45,8.0,133,2026-07-28,943,95.33,944,4.77,112.38,11,1,1.17,5.62,3,1.87,720.0,714.38,99.22,34.9,1.6,75.02,32.34,180,4,4.34,1.08,14428.55,2,28,7,1,0,0,880.0,5.48,895.67,5.14
