sensor_id,machine_id,sensor_type,sensor_value,unit,recorded_at
9137,3,Temperature,79.14,°C,2026-06-24 22:00:00
9138,3,Vibration,4.65,mm/s,2026-06-24 22:00:00
9139,4,Temperature,68.61,°C,2026-06-24 08:00:00
9140,4,Vibration,2.48,mm/s,2026-06-24 08:00:00
9141,4,Temperature,63.29,°C,2026-06-24 14:00:00
9142,4,Vibration,2.25,mm/s,2026-06-24 14:00:00
9143,4,Temperature,64.97,°C,2026-06-24 22:00:00
9144,4,Vibration,3.0,mm/s,2026-06-24 22:00:00
9145,5,Temperature,66.52,°C,2026-06-24 08:00:00
9146,5,Vibration,3.1,mm/s,2026-06-24 08:00:00
9147,5,Temperature,68.4,°C,2026-06-24 14:00:00
9148,5,Vibration,2.26,mm/s,2026-06-24 14:00:00
9149,5,Temperature,64.36,°C,2026-06-24 22:00:00
9150,5,Vibration,2.47,mm/s,2026-06-24 22:00:00
9151,1,Temperature,65.99,°C,2026-06-25 08:00:00
9152,1,Vibration,2.74,mm/s,2026-06-25 08:00:00
9153,1,Temperature,74.54,°C,2026-06-25 14:00:00
9154,1,Vibration,2.98,mm/s,2026-06-25 14:00:00
9155,1,Temperature,67.7,°C,2026-06-25 22:00:00
9156,1,Vibration,3.96,mm/s,2026-06-25 22:00:00
9157,2,Temperature,65.21,°C,2026-06-25 08:00:00
9158,2,Vibration,2.32,mm/s,2026-06-25 08:00:00
9159,2,Temperature,71.69,°C,2026-06-25 14:00:00
9160,2,Vibration,3.13,mm/s,2026-06-25 14:00:00
9161,2,Temperature,67.61,°C,2026-06-25 22:00:00
9162,2,Vibration,3.22,mm/s,2026-06-25 22:00:00
9163,3,Temperature,82.9,°C,2026-06-25 08:00:00
9164,3,Vibration,4.41,mm/s,2026-06-25 08:00:00
9165,3,Temperature,74.81,°C,2026-06-25 14:00:00
9166,3,Vibration,4.72,mm/s,2026-06-25 14:00:00
9167,3,Temperature,85.25,°C,2026-06-25 22:00:00
9168,3,Vibration,4.79,mm/s,2026-06-25 22:00:00
9169,4,Temperature,66.38,°C,2026-06-25 08:00:00
9170,4,Vibration,2.59,mm/s,2026-06-25 08:00:00
9171,4,Temperature,59.92,°C,2026-06-25 14:00:00
9172,4,Vibration,2.3,mm/s,2026-06-25 14:00:00
9173,4,Temperature,66.08,°C,2026-06-25 22:00:00
9174,4,Vibration,2.11,mm/s,2026-06-25 22:00:00
9175,5,Temperature,65.91,°C,2026-06-25 08:00:00
9176,5,Vibration,2.9,mm/s,2026-06-25 08:00:00
9177,5,Temperature,67.22,°C,2026-06-25 14:00:00
9178,5,Vibration,3.22,mm/s,2026-06-25 14:00:00
9179,5,Temperature,68.15,°C,2026-06-25 22:00:00
9180,5,Vibration,2.22,mm/s,2026-06-25 22:00:00
9181,1,Temperature,68.57,°C,2026-06-26 08:00:00
9182,1,Vibration,3.01,mm/s,2026-06-26 08:00:00
9183,1,Temperature,74.02,°C,2026-06-26 14:00:00
9184,1,Vibration,2.76,mm/s,2026-06-26 14:00:00
9185,1,Temperature,64.8,°C,2026-06-26 22:00:00
9186,1,Vibration,3.22,mm/s,2026-06-26 22:00:00
9187,2,Temperature,65.73,°C,2026-06-26 08:00:00
9188,2,Vibration,2.16,mm/s,2026-06-26 08:00:00
9189,2,Temperature,68.06,°C,2026-06-26 14:00:00
9190,2,Vibration,3.29,mm/s,2026-06-26 14:00:00
9191,2,Temperature,66.28,°C,2026-06-26 22:00:00
9192,2,Vibration,3.05,mm/s,2026-06-26 22:00:00
9193,3,Temperature,84.05,°C,2026-06-26 08:00:00
9194,3,Vibration,5.4,mm/s,2026-06-26 08:00:00
9195,3,Temperature,79.8,°C,2026-06-26 14:00:00
9196,3,Vibration,4.44,mm/s,2026-06-26 14:00:00
9197,3,Temperature,79.05,°C,2026-06-26 22:00:00
9198,3,Vibration,5.4,mm/s,2026-06-26 22:00:00
9199,4,Temperature,67.0,°C,2026-06-26 08:00:00
9200,4,Vibration,2.02,mm/s,2026-06-26 08:00:00
9201,4,Temperature,71.4,°C,2026-06-26 14:00:00
9202,4,Vibration,1.96,mm/s,2026-06-26 14:00:00
9203,4,Temperature,68.0,°C,2026-06-26 22:00:00
9204,4,Vibration,3.26,mm/s,2026-06-26 22:00:00
9205,5,Temperature,67.33,°C,2026-06-26 08:00:00
9206,5,Vibration,2.32,mm/s,2026-06-26 08:00:00
9207,5,Temperature,64.76,°C,2026-06-26 14:00:00
9208,5,Vibration,2.57,mm/s,2026-06-26 14:00:00
9209,5,Temperature,70.24,°C,2026-06-26 22:00:00
9210,5,Vibration,2.1,mm/s,2026-06-26 22:00:00
9211,1,Temperature,64.48,°C,2026-06-27 08:00:00
9212,1,Vibration,3.18,mm/s,2026-06-27 08:00:00
9213,1,Temperature,71.74,°C,2026-06-27 14:00:00
9214,1,Vibration,3.98,mm/s,2026-06-27 14:00:00
9215,1,Temperature,65.85,°C,2026-06-27 22:00:00
9216,1,Vibration,2.93,mm/s,2026-06-27 22:00:00
9217,2,Temperature,71.49,°C,2026-06-27 08:00:00
9218,2,Vibration,2.86,mm/s,2026-06-27 08:00:00
9219,2,Temperature,67.41,°C,2026-06-27 14:00:00
9220,2,Vibration,3.19,mm/s,2026-06-27 14:00:00
9221,2,Temperature,66.2,°C,2026-06-27 22:00:00
9222,2,Vibration,3.23,mm/s,2026-06-27 22:00:00
9223,3,Temperature,78.24,°C,2026-06-27 08:00:00
9224,3,Vibration,4.24,mm/s,2026-06-27 08:00:00
9225,3,Temperature,81.18,°C,2026-06-27 14:00:00
9226,3,Vibration,3.72,mm/s,2026-06-27 14:00:00
9227,3,Temperature,82.25,°C,2026-06-27 22:00:00
9228,3,Vibration,4.13,mm/s,2026-06-27 22:00:00
9229,4,Temperature,65.85,°C,2026-06-27 08:00:00
9230,4,Vibration,2.59,mm/s,2026-06-27 08:00:00
9231,4,Temperature,64.8,°C,2026-06-27 14:00:00
9232,4,Vibration,2.72,mm/s,2026-06-27 14:00:00
9233,4,Temperature,65.61,°C,2026-06-27 22:00:00
9234,4,Vibration,2.35,mm/s,2026-06-27 22:00:00
9235,5,Temperature,72.49,°C,2026-06-27 08:00:00
9236,5,Vibration,2.9,mm/s,2026-06-27 08:00:00
9237,5,Temperature,69.32,°C,2026-06-27 14:00:00
9238,5,Vibration,3.24,mm/s,2026-06-27 14:00:00
9239,5,Temperature,69.0,°C,2026-06-27 22:00:00
9240,5,Vibration,3.73,mm/s,2026-06-27 22:00:00
9241,1,Temperature,70.5,°C,2026-06-28 08:00:00
9242,1,Vibration,3.0,mm/s,2026-06-28 08:00:00
9243,1,Temperature,68.05,°C,2026-06-28 14:00:00
9244,1,Vibration,2.87,mm/s,2026-06-28 14:00:00
9245,1,Temperature,67.81,°C,2026-06-28 22:00:00
9246,1,Vibration,3.34,mm/s,2026-06-28 22:00:00
9247,2,Temperature,65.26,°C,2026-06-28 08:00:00
9248,2,Vibration,2.84,mm/s,2026-06-28 08:00:00
9249,2,Temperature,69.68,°C,2026-06-28 14:00:00
9250,2,Vibration,2.88,mm/s,2026-06-28 14:00:00
9251,2,Temperature,65.31,°C,2026-06-28 22:00:00
9252,2,Vibration,3.15,mm/s,2026-06-28 22:00:00
9253,3,Temperature,81.74,°C,2026-06-28 08:00:00
9254,3,Vibration,3.56,mm/s,2026-06-28 08:00:00
9255,3,Temperature,79.05,°C,2026-06-28 14:00:00
9256,3,Vibration,5.7,mm/s,2026-06-28 14:00:00
9257,3,Temperature,86.45,°C,2026-06-28 22:00:00
9258,3,Vibration,5.26,mm/s,2026-06-28 22:00:00
9259,4,Temperature,67.35,°C,2026-06-28 08:00:00
9260,4,Vibration,2.11,mm/s,2026-06-28 08:00:00
9261,4,Temperature,64.22,°C,2026-06-28 14:00:00
9262,4,Vibration,3.12,mm/s,2026-06-28 14:00:00
9263,4,Temperature,66.28,°C,2026-06-28 22:00:00
9264,4,Vibration,2.53,mm/s,2026-06-28 22:00:00
9265,5,Temperature,66.44,°C,2026-06-28 08:00:00
9266,5,Vibration,3.29,mm/s,2026-06-28 08:00:00
9267,5,Temperature,70.37,°C,2026-06-28 14:00:00
9268,5,Vibration,3.02,mm/s,2026-06-28 14:00:00
9269,5,Temperature,67.2,°C,2026-06-28 22:00:00
9270,5,Vibration,2.52,mm/s,2026-06-28 22:00:00
9271,1,Temperature,72.08,°C,2026-06-29 08:00:00
9272,1,Vibration,2.45,mm/s,2026-06-29 08:00:00
9273,1,Temperature,67.32,°C,2026-06-29 14:00:00
9274,1,Vibration,2.27,mm/s,2026-06-29 14:00:00
9275,1,Temperature,73.71,°C,2026-06-29 22:00:00
9276,1,Vibration,2.64,mm/s,2026-06-29 22:00:00
9277,2,Temperature,69.21,°C,2026-06-29 08:00:00
9278,2,Vibration,2.74,mm/s,2026-06-29 08:00:00
9279,2,Temperature,76.69,°C,2026-06-29 14:00:00
9280,2,Vibration,3.02,mm/s,2026-06-29 14:00:00
9281,2,Temperature,62.41,°C,2026-06-29 22:00:00
9282,2,Vibration,3.39,mm/s,2026-06-29 22:00:00
9283,3,Temperature,80.84,°C,2026-06-29 08:00:00
9284,3,Vibration,4.9,mm/s,2026-06-29 08:00:00
9285,3,Temperature,79.98,°C,2026-06-29 14:00:00
9286,3,Vibration,5.1,mm/s,2026-06-29 14:00:00
9287,3,Temperature,82.55,°C,2026-06-29 22:00:00
9288,3,Vibration,4.68,mm/s,2026-06-29 22:00:00
9289,4,Temperature,63.48,°C,2026-06-29 08:00:00
9290,4,Vibration,2.55,mm/s,2026-06-29 08:00:00
9291,4,Temperature,57.97,°C,2026-06-29 14:00:00
9292,4,Vibration,1.78,mm/s,2026-06-29 14:00:00
9293,4,Temperature,70.01,°C,2026-06-29 22:00:00
9294,4,Vibration,2.66,mm/s,2026-06-29 22:00:00
9295,5,Temperature,65.43,°C,2026-06-29 08:00:00
9296,5,Vibration,1.85,mm/s,2026-06-29 08:00:00
9297,5,Temperature,66.83,°C,2026-06-29 14:00:00
9298,5,Vibration,3.19,mm/s,2026-06-29 14:00:00
9299,5,Temperature,74.92,°C,2026-06-29 22:00:00
9300,5,Vibration,3.65,mm/s,2026-06-29 22:00:00
9301,1,Temperature,67.34,°C,2026-06-30 08:00:00
9302,1,Vibration,2.75,mm/s,2026-06-30 08:00:00
9303,1,Temperature,65.59,°C,2026-06-30 14:00:00
9304,1,Vibration,2.58,mm/s,2026-06-30 14:00:00
9305,1,Temperature,69.36,°C,2026-06-30 22:00:00
9306,1,Vibration,2.82,mm/s,2026-06-30 22:00:00
9307,2,Temperature,74.16,°C,2026-06-30 08:00:00
9308,2,Vibration,2.14,mm/s,2026-06-30 08:00:00
9309,2,Temperature,67.86,°C,2026-06-30 14:00:00
9310,2,Vibration,1.77,mm/s,2026-06-30 14:00:00
9311,2,Temperature,68.99,°C,2026-06-30 22:00:00
9312,2,Vibration,2.13,mm/s,2026-06-30 22:00:00
9313,3,Temperature,85.31,°C,2026-06-30 08:00:00
9314,3,Vibration,4.85,mm/s,2026-06-30 08:00:00
9315,3,Temperature,77.79,°C,2026-06-30 14:00:00
9316,3,Vibration,3.95,mm/s,2026-06-30 14:00:00
9317,3,Temperature,79.06,°C,2026-06-30 22:00:00
9318,3,Vibration,5.12,mm/s,2026-06-30 22:00:00
9319,4,Temperature,66.26,°C,2026-06-30 08:00:00
9320,4,Vibration,2.25,mm/s,2026-06-30 08:00:00
9321,4,Temperature,67.78,°C,2026-06-30 14:00:00
9322,4,Vibration,1.93,mm/s,2026-06-30 14:00:00
9323,4,Temperature,56.22,°C,2026-06-30 22:00:00
9324,4,Vibration,2.64,mm/s,2026-06-30 22:00:00
9325,5,Temperature,70.87,°C,2026-06-30 08:00:00
9326,5,Vibration,3.35,mm/s,2026-06-30 08:00:00
9327,5,Temperature,63.1,°C,2026-06-30 14:00:00
9328,5,Vibration,2.43,mm/s,2026-06-30 14:00:00
9329,5,Temperature,69.17,°C,2026-06-30 22:00:00
9330,5,Vibration,2.39,mm/s,2026-06-30 22:00:00
9331,1,Temperature,70.32,°C,2026-07-01 08:00:00
9332,1,Vibration,2.64,mm/s,2026-07-01 08:00:00
9333,1,Temperature,66.73,°C,2026-07-01 14:00:00
9334,1,Vibration,2.55,mm/s,2026-07-01 14:00:00
9335,1,Temperature,72.87,°C,2026-07-01 22:00:00
9336,1,Vibration,3.01,mm/s,2026-07-01 22:00:00
9337,2,Temperature,71.82,°C,2026-07-01 08:00:00
9338,2,Vibration,3.06,mm/s,2026-07-01 08:00:00
9339,2,Temperature,72.82,°C,2026-07-01 14:00:00
9340,2,Vibration,3.21,mm/s,2026-07-01 14:00:00
9341,2,Temperature,70.28,°C,2026-07-01 22:00:00
9342,2,Vibration,2.74,mm/s,2026-07-01 22:00:00
9343,3,Temperature,91.03,°C,2026-07-01 08:00:00
9344,3,Vibration,5.06,mm/s,2026-07-01 08:00:00
9345,3,Temperature,76.08,°C,2026-07-01 14:00:00
9346,3,Vibration,5.13,mm/s,2026-07-01 14:00:00
9347,3,Temperature,79.05,°C,2026-07-01 22:00:00
9348,3,Vibration,5.51,mm/s,2026-07-01 22:00:00
9349,4,Temperature,67.18,°C,2026-07-01 08:00:00
9350,4,Vibration,2.4,mm/s,2026-07-01 08:00:00
9351,4,Temperature,62.34,°C,2026-07-01 14:00:00
9352,4,Vibration,2.57,mm/s,2026-07-01 14:00:00
9353,4,Temperature,63.08,°C,2026-07-01 22:00:00
9354,4,Vibration,2.89,mm/s,2026-07-01 22:00:00
9355,5,Temperature,68.67,°C,2026-07-01 08:00:00
9356,5,Vibration,4.17,mm/s,2026-07-01 08:00:00
9357,5,Temperature,65.66,°C,2026-07-01 14:00:00
9358,5,Vibration,2.55,mm/s,2026-07-01 14:00:00
9359,5,Temperature,66.54,°C,2026-07-01 22:00:00
9360,5,Vibration,2.64,mm/s,2026-07-01 22:00:00
9361,1,Temperature,73.08,°C,2026-07-02 08:00:00
9362,1,Vibration,2.86,mm/s,2026-07-02 08:00:00
9363,1,Temperature,75.92,°C,2026-07-02 14:00:00
9364,1,Vibration,3.29,mm/s,2026-07-02 14:00:00
9365,1,Temperature,68.54,°C,2026-07-02 22:00:00
9366,1,Vibration,2.63,mm/s,2026-07-02 22:00:00
9367,2,Temperature,71.12,°C,2026-07-02 08:00:00
9368,2,Vibration,2.81,mm/s,2026-07-02 08:00:00
9369,2,Temperature,68.03,°C,2026-07-02 14:00:00
9370,2,Vibration,2.5,mm/s,2026-07-02 14:00:00
9371,2,Temperature,67.82,°C,2026-07-02 22:00:00
9372,2,Vibration,2.48,mm/s,2026-07-02 22:00:00
9373,3,Temperature,86.09,°C,2026-07-02 08:00:00
9374,3,Vibration,5.36,mm/s,2026-07-02 08:00:00
9375,3,Temperature,81.48,°C,2026-07-02 14:00:00
9376,3,Vibration,4.91,mm/s,2026-07-02 14:00:00
9377,3,Temperature,82.28,°C,2026-07-02 22:00:00
9378,3,Vibration,5.0,mm/s,2026-07-02 22:00:00
9379,4,Temperature,62.13,°C,2026-07-02 08:00:00
9380,4,Vibration,1.55,mm/s,2026-07-02 08:00:00
9381,4,Temperature,62.61,°C,2026-07-02 14:00:00
9382,4,Vibration,2.44,mm/s,2026-07-02 14:00:00
9383,4,Temperature,62.79,°C,2026-07-02 22:00:00
9384,4,Vibration,2.91,mm/s,2026-07-02 22:00:00
9385,5,Temperature,66.31,°C,2026-07-02 08:00:00
9386,5,Vibration,3.64,mm/s,2026-07-02 08:00:00
9387,5,Temperature,65.32,°C,2026-07-02 14:00:00
9388,5,Vibration,2.77,mm/s,2026-07-02 14:00:00
9389,5,Temperature,66.13,°C,2026-07-02 22:00:00
9390,5,Vibration,2.92,mm/s,2026-07-02 22:00:00
9391,1,Temperature,73.2,°C,2026-07-03 08:00:00
9392,1,Vibration,3.3,mm/s,2026-07-03 08:00:00
9393,1,Temperature,63.91,°C,2026-07-03 14:00:00
9394,1,Vibration,3.25,mm/s,2026-07-03 14:00:00
9395,1,Temperature,66.97,°C,2026-07-03 22:00:00
9396,1,Vibration,2.85,mm/s,2026-07-03 22:00:00
9397,2,Temperature,70.07,°C,2026-07-03 08:00:00
9398,2,Vibration,2.24,mm/s,2026-07-03 08:00:00
9399,2,Temperature,71.47,°C,2026-07-03 14:00:00
9400,2,Vibration,2.62,mm/s,2026-07-03 14:00:00
9401,2,Temperature,74.51,°C,2026-07-03 22:00:00
9402,2,Vibration,2.83,mm/s,2026-07-03 22:00:00
9403,3,Temperature,87.12,°C,2026-07-03 08:00:00
9404,3,Vibration,5.6,mm/s,2026-07-03 08:00:00
9405,3,Temperature,80.17,°C,2026-07-03 14:00:00
9406,3,Vibration,4.35,mm/s,2026-07-03 14:00:00
9407,3,Temperature,82.34,°C,2026-07-03 22:00:00
9408,3,Vibration,4.71,mm/s,2026-07-03 22:00:00
9409,4,Temperature,69.74,°C,2026-07-03 08:00:00
9410,4,Vibration,2.38,mm/s,2026-07-03 08:00:00
9411,4,Temperature,64.1,°C,2026-07-03 14:00:00
9412,4,Vibration,1.8,mm/s,2026-07-03 14:00:00
9413,4,Temperature,66.26,°C,2026-07-03 22:00:00
9414,4,Vibration,1.91,mm/s,2026-07-03 22:00:00
9415,5,Temperature,68.33,°C,2026-07-03 08:00:00
9416,5,Vibration,2.99,mm/s,2026-07-03 08:00:00
9417,5,Temperature,64.75,°C,2026-07-03 14:00:00
9418,5,Vibration,3.18,mm/s,2026-07-03 14:00:00
9419,5,Temperature,66.18,°C,2026-07-03 22:00:00
9420,5,Vibration,1.96,mm/s,2026-07-03 22:00:00
9421,1,Temperature,74.64,°C,2026-07-04 08:00:00
9422,1,Vibration,2.54,mm/s,2026-07-04 08:00:00
9423,1,Temperature,71.52,°C,2026-07-04 14:00:00
9424,1,Vibration,3.21,mm/s,2026-07-04 14:00:00
9425,1,Temperature,71.17,°C,2026-07-04 22:00:00
9426,1,Vibration,3.19,mm/s,2026-07-04 22:00:00
9427,2,Temperature,65.09,°C,2026-07-04 08:00:00
9428,2,Vibration,3.65,mm/s,2026-07-04 08:00:00
9429,2,Temperature,70.87,°C,2026-07-04 14:00:00
9430,2,Vibration,3.04,mm/s,2026-07-04 14:00:00
9431,2,Temperature,64.0,°C,2026-07-04 22:00:00
9432,2,Vibration,2.31,mm/s,2026-07-04 22:00:00
9433,3,Temperature,83.97,°C,2026-07-04 08:00:00
9434,3,Vibration,4.0,mm/s,2026-07-04 08:00:00
9435,3,Temperature,83.02,°C,2026-07-04 14:00:00
9436,3,Vibration,4.33,mm/s,2026-07-04 14:00:00
9437,3,Temperature,79.4,°C,2026-07-04 22:00:00
9438,3,Vibration,4.29,mm/s,2026-07-04 22:00:00
9439,4,Temperature,65.74,°C,2026-07-04 08:00:00
9440,4,Vibration,3.06,mm/s,2026-07-04 08:00:00
9441,4,Temperature,66.04,°C,2026-07-04 14:00:00
9442,4,Vibration,2.73,mm/s,2026-07-04 14:00:00
9443,4,Temperature,65.5,°C,2026-07-04 22:00:00
9444,4,Vibration,2.84,mm/s,2026-07-04 22:00:00
9445,5,Temperature,68.4,°C,2026-07-04 08:00:00
9446,5,Vibration,1.34,mm/s,2026-07-04 08:00:00
9447,5,Temperature,69.72,°C,2026-07-04 14:00:00
9448,5,Vibration,3.1,mm/s,2026-07-04 14:00:00
9449,5,Temperature,65.91,°C,2026-07-04 22:00:00
9450,5,Vibration,1.71,mm/s,2026-07-04 22:00:00
9451,1,Temperature,70.73,°C,2026-07-05 08:00:00
9452,1,Vibration,3.16,mm/s,2026-07-05 08:00:00
9453,1,Temperature,68.68,°C,2026-07-05 14:00:00
9454,1,Vibration,3.09,mm/s,2026-07-05 14:00:00
9455,1,Temperature,73.22,°C,2026-07-05 22:00:00
9456,1,Vibration,4.2,mm/s,2026-07-05 22:00:00
9457,2,Temperature,68.44,°C,2026-07-05 08:00:00
9458,2,Vibration,2.97,mm/s,2026-07-05 08:00:00
9459,2,Temperature,65.53,°C,2026-07-05 14:00:00
9460,2,Vibration,2.55,mm/s,2026-07-05 14:00:00
9461,2,Temperature,67.59,°C,2026-07-05 22:00:00
9462,2,Vibration,3.39,mm/s,2026-07-05 22:00:00
9463,3,Temperature,84.46,°C,2026-07-05 08:00:00
9464,3,Vibration,5.96,mm/s,2026-07-05 08:00:00
9465,3,Temperature,77.53,°C,2026-07-05 14:00:00
9466,3,Vibration,4.34,mm/s,2026-07-05 14:00:00
9467,3,Temperature,85.31,°C,2026-07-05 22:00:00
9468,3,Vibration,5.72,mm/s,2026-07-05 22:00:00
9469,4,Temperature,65.1,°C,2026-07-05 08:00:00
9470,4,Vibration,0.5,mm/s,2026-07-05 08:00:00
9471,4,Temperature,62.77,°C,2026-07-05 14:00:00
9472,4,Vibration,2.67,mm/s,2026-07-05 14:00:00
9473,4,Temperature,62.3,°C,2026-07-05 22:00:00
9474,4,Vibration,2.59,mm/s,2026-07-05 22:00:00
9475,5,Temperature,72.7,°C,2026-07-05 08:00:00
9476,5,Vibration,3.41,mm/s,2026-07-05 08:00:00
9477,5,Temperature,69.43,°C,2026-07-05 14:00:00
9478,5,Vibration,2.67,mm/s,2026-07-05 14:00:00
9479,5,Temperature,65.52,°C,2026-07-05 22:00:00
9480,5,Vibration,3.08,mm/s,2026-07-05 22:00:00
9481,1,Temperature,70.08,°C,2026-07-06 08:00:00
9482,1,Vibration,3.03,mm/s,2026-07-06 08:00:00
9483,1,Temperature,65.35,°C,2026-07-06 14:00:00
9484,1,Vibration,2.64,mm/s,2026-07-06 14:00:00
9485,1,Temperature,72.26,°C,2026-07-06 22:00:00
9486,1,Vibration,2.45,mm/s,2026-07-06 22:00:00
9487,2,Temperature,68.8,°C,2026-07-06 08:00:00
9488,2,Vibration,3.01,mm/s,2026-07-06 08:00:00
9489,2,Temperature,69.41,°C,2026-07-06 14:00:00
9490,2,Vibration,3.08,mm/s,2026-07-06 14:00:00
9491,2,Temperature,69.88,°C,2026-07-06 22:00:00
9492,2,Vibration,2.49,mm/s,2026-07-06 22:00:00
9493,3,Temperature,77.6,°C,2026-07-06 08:00:00
9494,3,Vibration,4.56,mm/s,2026-07-06 08:00:00
9495,3,Temperature,84.19,°C,2026-07-06 14:00:00
9496,3,Vibration,4.4,mm/s,2026-07-06 14:00:00
9497,3,Temperature,78.88,°C,2026-07-06 22:00:00
9498,3,Vibration,4.48,mm/s,2026-07-06 22:00:00
9499,4,Temperature,59.46,°C,2026-07-06 08:00:00
9500,4,Vibration,1.93,mm/s,2026-07-06 08:00:00
9501,4,Temperature,68.0,°C,2026-07-06 14:00:00
9502,4,Vibration,2.14,mm/s,2026-07-06 14:00:00
9503,4,Temperature,59.75,°C,2026-07-06 22:00:00
9504,4,Vibration,2.24,mm/s,2026-07-06 22:00:00
9505,5,Temperature,68.53,°C,2026-07-06 08:00:00
9506,5,Vibration,1.78,mm/s,2026-07-06 08:00:00
9507,5,Temperature,69.86,°C,2026-07-06 14:00:00
9508,5,Vibration,1.98,mm/s,2026-07-06 14:00:00
9509,5,Temperature,65.81,°C,2026-07-06 22:00:00
9510,5,Vibration,2.5,mm/s,2026-07-06 22:00:00
9511,1,Temperature,68.32,°C,2026-07-07 08:00:00
9512,1,Vibration,2.97,mm/s,2026-07-07 08:00:00
9513,1,Temperature,72.34,°C,2026-07-07 14:00:00
9514,1,Vibration,2.98,mm/s,2026-07-07 14:00:00
9515,1,Temperature,68.18,°C,2026-07-07 22:00:00
9516,1,Vibration,3.23,mm/s,2026-07-07 22:00:00
9517,2,Temperature,68.62,°C,2026-07-07 08:00:00
9518,2,Vibration,2.47,mm/s,2026-07-07 08:00:00
9519,2,Temperature,68.13,°C,2026-07-07 14:00:00
9520,2,Vibration,2.42,mm/s,2026-07-07 14:00:00
9521,2,Temperature,65.4,°C,2026-07-07 22:00:00
9522,2,Vibration,3.2,mm/s,2026-07-07 22:00:00
9523,3,Temperature,83.34,°C,2026-07-07 08:00:00
9524,3,Vibration,5.39,mm/s,2026-07-07 08:00:00
9525,3,Temperature,83.91,°C,2026-07-07 14:00:00
9526,3,Vibration,4.56,mm/s,2026-07-07 14:00:00
9527,3,Temperature,85.0,°C,2026-07-07 22:00:00
9528,3,Vibration,4.85,mm/s,2026-07-07 22:00:00
9529,4,Temperature,67.79,°C,2026-07-07 08:00:00
9530,4,Vibration,2.44,mm/s,2026-07-07 08:00:00
9531,4,Temperature,65.94,°C,2026-07-07 14:00:00
9532,4,Vibration,2.67,mm/s,2026-07-07 14:00:00
9533,4,Temperature,67.44,°C,2026-07-07 22:00:00
9534,4,Vibration,1.68,mm/s,2026-07-07 22:00:00
9535,5,Temperature,62.27,°C,2026-07-07 08:00:00
9536,5,Vibration,3.04,mm/s,2026-07-07 08:00:00
9537,5,Temperature,68.07,°C,2026-07-07 14:00:00
9538,5,Vibration,2.31,mm/s,2026-07-07 14:00:00
9539,5,Temperature,68.09,°C,2026-07-07 22:00:00
9540,5,Vibration,2.0,mm/s,2026-07-07 22:00:00
9541,1,Temperature,79.79,°C,2026-07-08 08:00:00
9542,1,Vibration,3.66,mm/s,2026-07-08 08:00:00
9543,1,Temperature,71.87,°C,2026-07-08 14:00:00
9544,1,Vibration,3.04,mm/s,2026-07-08 14:00:00
9545,1,Temperature,68.14,°C,2026-07-08 22:00:00
9546,1,Vibration,2.34,mm/s,2026-07-08 22:00:00
9547,2,Temperature,67.66,°C,2026-07-08 08:00:00
9548,2,Vibration,2.37,mm/s,2026-07-08 08:00:00
9549,2,Temperature,65.6,°C,2026-07-08 14:00:00
9550,2,Vibration,2.09,mm/s,2026-07-08 14:00:00
9551,2,Temperature,68.75,°C,2026-07-08 22:00:00
9552,2,Vibration,2.61,mm/s,2026-07-08 22:00:00
9553,3,Temperature,83.61,°C,2026-07-08 08:00:00
9554,3,Vibration,5.23,mm/s,2026-07-08 08:00:00
9555,3,Temperature,82.69,°C,2026-07-08 14:00:00
9556,3,Vibration,6.33,mm/s,2026-07-08 14:00:00
9557,3,Temperature,84.47,°C,2026-07-08 22:00:00
9558,3,Vibration,4.37,mm/s,2026-07-08 22:00:00
9559,4,Temperature,66.38,°C,2026-07-08 08:00:00
9560,4,Vibration,2.47,mm/s,2026-07-08 08:00:00
9561,4,Temperature,60.98,°C,2026-07-08 14:00:00
9562,4,Vibration,1.79,mm/s,2026-07-08 14:00:00
9563,4,Temperature,66.36,°C,2026-07-08 22:00:00
9564,4,Vibration,2.85,mm/s,2026-07-08 22:00:00
9565,5,Temperature,63.86,°C,2026-07-08 08:00:00
9566,5,Vibration,3.19,mm/s,2026-07-08 08:00:00
9567,5,Temperature,67.85,°C,2026-07-08 14:00:00
9568,5,Vibration,3.3,mm/s,2026-07-08 14:00:00
9569,5,Temperature,70.27,°C,2026-07-08 22:00:00
9570,5,Vibration,2.62,mm/s,2026-07-08 22:00:00
9571,1,Temperature,74.91,°C,2026-07-09 08:00:00
9572,1,Vibration,2.44,mm/s,2026-07-09 08:00:00
9573,1,Temperature,77.17,°C,2026-07-09 14:00:00
9574,1,Vibration,2.56,mm/s,2026-07-09 14:00:00
9575,1,Temperature,69.86,°C,2026-07-09 22:00:00
9576,1,Vibration,2.72,mm/s,2026-07-09 22:00:00
9577,2,Temperature,66.87,°C,2026-07-09 08:00:00
9578,2,Vibration,4.26,mm/s,2026-07-09 08:00:00
9579,2,Temperature,66.61,°C,2026-07-09 14:00:00
9580,2,Vibration,3.23,mm/s,2026-07-09 14:00:00
9581,2,Temperature,67.29,°C,2026-07-09 22:00:00
9582,2,Vibration,3.27,mm/s,2026-07-09 22:00:00
9583,3,Temperature,80.37,°C,2026-07-09 08:00:00
9584,3,Vibration,5.13,mm/s,2026-07-09 08:00:00
9585,3,Temperature,83.89,°C,2026-07-09 14:00:00
9586,3,Vibration,4.64,mm/s,2026-07-09 14:00:00
